image_path,class
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508504498_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508504510_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508529584_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508584011_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508848963_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508848979_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508849017_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508849023_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066508849024_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125414_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125420_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125434_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125456_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125491_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509125497_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509152521_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509162219_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509162252_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509330455_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/9679066509640320_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/990541377579019_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/990541377579038_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/990541377615552_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_t-shirts/990541377615565_1_in.jpg,tops_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1001001_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1001006_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1003975_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1008701_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009738_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009793_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009794_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009795_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009798_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009799_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009802_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1009803_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1019486_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1019487_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1027198_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1045390_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1045395_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1045398_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1047119_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1047120_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1047936_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1056054_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1059220_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1060359_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1060674_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1060677_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1060681_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062039_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062041_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062046_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062049_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062050_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062051_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062052_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062054_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1062481_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1063523_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1064278_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1065906_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1065907_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1069752_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1071143_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1074751_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1074952_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1076984_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1080254_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1080257_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1080258_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1080259_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1082729_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1083776_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1083966_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1084314_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1084556_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1084557_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1084558_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1085544_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1085545_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1085550_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1088554_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1088558_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1088645_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1090987_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1091603_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1092109_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1093903_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1093904_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1096341_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1097331_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1098710_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1098862_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1098863_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1098990_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1098991_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1100260_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1100261_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1100503_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1100863_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1100938_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1101652_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1101986_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1101988_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1101990_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1101992_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1102146_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1102911_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1102917_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1102919_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1103384_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1103698_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104016_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104163_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104183_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104187_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104199_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104350_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104353_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104848_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104853_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104855_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104857_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104859_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104862_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104863_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104864_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104865_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104866_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104867_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104868_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1104869_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105100_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105112_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105308_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105313_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105933_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1105934_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1106121_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1106282_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107221_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107222_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107225_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107227_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107228_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1107685_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1109252_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1109773_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1109774_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110002_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110341_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110342_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110344_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110345_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1110346_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1112002_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1112814_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1114354_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1114444_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115298_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115302_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115306_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115464_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115465_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1115699_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116048_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116050_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116051_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116053_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116054_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116055_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116057_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116058_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116060_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116061_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116299_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1116582_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1117205_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1117417_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1118103_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1118165_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1121655_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1123897_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1124023_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1125144_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1125950_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1125960_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1126831_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1126835_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1126845_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1127395_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1127405_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1129504_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1132427_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1132503_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133210_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133211_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133212_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133213_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133214_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1133216_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1134216_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1134937_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1136068_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1137021_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1137172_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1137240_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1137633_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1137635_1_in.jpg,tops_tops
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops_tops/1138306_1_in.jpg,tops_tops
